Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
100,38.248598,4.013757,4.013757,0.989599,0.969220,0.950856,0.944930,0.971055,0.985317,0.539994,0.902461,0.952456,0.971597,91.348910,
101,38.838256,0.005807,6.001865,0.991372,0.973357,0.948740,0.952791,0.974913,0.989659,0.562230,0.922449,0.964048,0.978862,88.424024,
102,39.003614,0.005807,0.005807,0.991919,0.973900,0.949288,0.953798,0.975711,0.989781,0.569029,0.924906,0.965112,0.979563,88.632093,
103,39.448470,3.101367,6.027453,0.992538,0.976769,0.956771,0.958160,0.978397,0.990409,0.584645,0.928314,0.967405,0.981626,93.321520,
104,39.794989,3.101367,3.101367,0.993011,0.978083,0.958100,0.960589,0.979020,0.991515,0.592425,0.933649,0.970347,0.983414,93.881563,
105,40.002928,0.036281,6.449538,0.993542,0.979694,0.959207,0.963178,0.981353,0.992480,0.600968,0.940698,0.974205,0.985565,90.760219,
106,39.936084,0.036281,0.036281,0.993487,0.979547,0.958865,0.962762,0.980979,0.992698,0.598314,0.940078,0.973898,0.985388,90.704408,
107,39.015082,3.647507,6.040311,0.991180,0.972517,0.952988,0.953291,0.973674,0.986534,0.571797,0.916365,0.959923,0.976628,92.330485,
108,38.860364,3.647507,3.647507,0.990905,0.972713,0.952301,0.952122,0.974511,0.987068,0.563210,0.912941,0.958461,0.975492,92.221619,
109,39.336770,0.012229,4.745936,0.991878,0.972690,0.954423,0.953499,0.973648,0.986523,0.574382,0.922410,0.963945,0.979057,88.274508,
110,39.768200,0.012229,0.012229,0.992669,0.975252,0.957031,0.958416,0.975557,0.988445,0.588940,0.929509,0.967596,0.981157,89.133081,
111,40.192672,3.036899,4.890013,0.993267,0.979238,0.960132,0.961776,0.980998,0.992068,0.601253,0.938625,0.972465,0.984709,94.253704,
112,39.760834,3.036899,3.036899,0.992792,0.976574,0.954099,0.957721,0.977149,0.991752,0.590380,0.935268,0.971390,0.983445,93.531154,
113,39.648693,0.017336,4.676512,0.992265,0.976499,0.958373,0.957126,0.977187,0.990794,0.584164,0.928876,0.968470,0.982040,89.522698,
114,39.651149,0.017336,0.017336,0.992267,0.976491,0.958362,0.957135,0.977178,0.990778,0.584415,0.928718,0.968377,0.981943,89.508327,
115,38.481137,2.946291,4.782957,0.990226,0.970133,0.944961,0.948861,0.970456,0.988158,0.544499,0.913111,0.959666,0.976194,90.955983,
116,38.814868,2.946291,2.946291,0.990321,0.971942,0.952416,0.948884,0.974321,0.987647,0.554606,0.911403,0.958739,0.975536,91.236207,
117,39.406089,0.028962,4.050236,0.992007,0.974632,0.953581,0.955428,0.974823,0.990230,0.575898,0.925256,0.965887,0.980290,88.895321,
118,39.737038,0.028962,0.028962,0.992712,0.975700,0.954769,0.957569,0.976181,0.990506,0.588522,0.929893,0.968112,0.981647,89.312965,
119,39.899174,3.339502,4.977678,0.993399,0.977004,0.956941,0.959526,0.978877,0.989900,0.600718,0.931306,0.968801,0.982131,93.755592,
120,39.935752,3.339502,3.339502,0.993909,0.976245,0.953699,0.958862,0.976878,0.990744,0.607659,0.933669,0.969658,0.982451,93.654939,
121,40.375856,0.030867,5.893514,0.994341,0.979869,0.959814,0.964758,0.980845,0.992388,0.617172,0.939117,0.974008,0.985463,90.741110,
122,40.363843,0.030867,0.030867,0.994307,0.979855,0.959621,0.964529,0.980833,0.992532,0.617080,0.938752,0.973854,0.985339,90.720647,
123,39.349551,3.877090,6.060502,0.993208,0.975056,0.953831,0.954507,0.977508,0.989856,0.589890,0.922885,0.964163,0.978715,93.500661,
124,39.496015,3.877090,3.877090,0.993250,0.975514,0.957443,0.954866,0.976288,0.990516,0.595864,0.924109,0.965447,0.979996,93.755409,
125,39.900667,0.009685,6.156541,0.994175,0.975391,0.957402,0.956225,0.977118,0.989097,0.617724,0.932755,0.969632,0.982288,89.291341,
126,40.175773,0.009685,0.009685,0.994518,0.976894,0.958933,0.958507,0.979005,0.989918,0.626033,0.936821,0.971803,0.983669,89.814284,
127,40.474430,3.963222,6.511580,0.994715,0.978835,0.962073,0.962730,0.977559,0.992829,0.634604,0.939659,0.973328,0.984758,95.320487,
128,40.713795,3.963222,3.963222,0.995157,0.980491,0.963866,0.964829,0.980929,0.992976,0.643187,0.942895,0.974814,0.985422,95.804052,
129,40.861389,0.015784,6.135956,0.995475,0.980234,0.964599,0.966024,0.981688,0.991231,0.647859,0.947836,0.977616,0.987248,91.076098,
130,40.865669,0.015784,0.015784,0.995474,0.980273,0.964603,0.966037,0.981663,0.991342,0.648165,0.947686,0.977535,0.987192,91.075475,
131,40.274584,4.087010,6.419744,0.994450,0.976735,0.962809,0.962079,0.977057,0.988337,0.629672,0.935295,0.971119,0.983258,94.789149,
132,40.013056,4.087010,4.087010,0.994141,0.976569,0.961661,0.960407,0.976785,0.989197,0.620103,0.930508,0.968617,0.981441,94.490926,
133,40.409010,0.013644,6.752661,0.994820,0.978107,0.962747,0.962425,0.979314,0.990098,0.635758,0.939126,0.973269,0.984265,90.181382,
134,40.624795,0.013644,0.013644,0.995136,0.978945,0.963694,0.964198,0.980134,0.990441,0.643538,0.941348,0.974268,0.984944,90.452890,
135,40.757643,3.324042,6.147739,0.995156,0.979997,0.964931,0.966851,0.979964,0.991624,0.644407,0.943543,0.975392,0.985873,94.975647,
136,40.822198,3.324042,3.324042,0.995337,0.980781,0.966137,0.967163,0.981653,0.991655,0.646527,0.946001,0.976915,0.987017,95.310317,
137,40.385346,0.015166,3.498574,0.995095,0.978284,0.962246,0.964973,0.978864,0.989848,0.634710,0.940892,0.974190,0.985160,90.339343,
138,40.387132,0.015166,0.015166,0.995091,0.978234,0.962217,0.964955,0.978835,0.989759,0.634924,0.940790,0.974128,0.985179,90.326836,
139,39.423418,3.463883,4.914389,0.993968,0.976686,0.957780,0.959697,0.976715,0.991309,0.607408,0.926102,0.966440,0.980624,93.597369,
140,39.356799,3.463883,3.463883,0.993778,0.976517,0.957683,0.958563,0.977632,0.990741,0.604221,0.922659,0.964472,0.979124,93.350706,
141,39.831370,0.027862,6.089716,0.994506,0.978047,0.959695,0.961293,0.978567,0.991963,0.620238,0.934137,0.971402,0.983480,90.055606,
