Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
79,20.406728,0.000000,0.000000,0.775456,0.689949,0.937365,0.768224,0.697279,0.608408,0.372900,0.430383,0.433646,0.427229,2.628220,
80,21.732970,7.508988,9.924995,0.819957,0.611589,0.931571,0.756246,0.570319,0.532823,0.384075,0.450857,0.465581,0.478302,0.000000,
81,22.195051,7.508988,7.508988,0.821435,0.589369,0.916658,0.669745,0.485121,0.559988,0.393370,0.464935,0.479786,0.491835,0.000000,
82,45.703151,0.000000,12.200594,0.996678,0.985341,0.974582,0.966014,0.985462,0.992585,0.766647,0.955190,0.977893,0.987307,92.062826,
83,24.550887,0.000000,0.000000,0.891141,0.690447,0.944479,0.773977,0.641557,0.641885,0.455109,0.544730,0.573728,0.602928,5.008098,
84,31.437185,4.644933,4.761575,0.975986,0.866466,0.935561,0.819069,0.829315,0.887336,0.571837,0.728833,0.774666,0.811890,52.993244,
85,45.804858,0.000000,4.644933,0.997002,0.988788,0.976358,0.968699,0.988854,0.997182,0.770650,0.958091,0.979899,0.988556,93.004551,
86,23.665366,0.000000,0.000000,0.874762,0.594114,0.925947,0.701665,0.528109,0.527466,0.419761,0.502324,0.530117,0.560506,0.000000,
87,22.039227,5.150871,5.150871,0.824418,0.499932,0.895783,0.594483,0.415846,0.437235,0.393799,0.461023,0.478105,0.491753,0.000000,
88,45.328790,1.919342,11.835731,0.996853,0.986167,0.974330,0.966906,0.987054,0.993478,0.751337,0.952618,0.976332,0.985817,94.562309,
89,45.464497,0.000000,1.919342,0.996771,0.984638,0.974606,0.962488,0.984322,0.993278,0.758945,0.950915,0.975282,0.985448,91.639346,
90,22.683254,0.000000,0.000000,0.840194,0.513362,0.903216,0.630813,0.418035,0.454319,0.392814,0.463192,0.484004,0.504493,0.000000,
91,22.690480,6.344052,6.344052,0.834709,0.580271,0.937202,0.721169,0.511232,0.503343,0.407515,0.471530,0.484984,0.495094,0.000000,
92,45.963542,0.000000,11.519852,0.996715,0.984008,0.974751,0.962226,0.982854,0.992784,0.771147,0.955552,0.978239,0.987514,91.803747,
93,21.751221,0.000000,0.000000,0.813523,0.569359,0.946232,0.763665,0.538410,0.438226,0.409741,0.460333,0.463346,0.457910,0.000000,
94,23.845585,7.941719,7.941719,0.877281,0.532231,0.920798,0.669497,0.489313,0.428926,0.453134,0.524341,0.543522,0.562584,0.000000,
95,45.943849,8.051340,10.638651,0.996761,0.983401,0.976865,0.962308,0.981097,0.992016,0.774286,0.954109,0.977027,0.986349,100.000000,
96,45.584143,0.000000,8.051340,0.996722,0.983559,0.974035,0.959278,0.980780,0.993500,0.762375,0.951389,0.975924,0.985726,91.455150,
97,21.581776,0.000000,0.000000,0.807505,0.531194,0.941019,0.734106,0.536547,0.381180,0.400409,0.454736,0.462749,0.465724,0.000000,
98,23.688913,7.631553,7.631553,0.863645,0.560573,0.919019,0.660346,0.482853,0.497544,0.438831,0.515140,0.534778,0.551066,0.000000,
99,46.125800,0.000000,11.882112,0.996632,0.981365,0.976185,0.958941,0.976544,0.991278,0.774109,0.954234,0.977545,0.986972,91.151485,
100,20.800124,0.000000,0.000000,0.803939,0.689575,0.938858,0.803697,0.696247,0.586437,0.426828,0.480754,0.481629,0.471721,1.719029,
101,22.063650,9.081613,9.081613,0.821544,0.562622,0.936820,0.710720,0.523159,0.452200,0.439634,0.503641,0.512625,0.512301,0.000000,
102,48.231209,0.000000,35.080341,0.998537,0.996389,0.993807,0.990528,0.997556,0.997985,0.835810,0.974839,0.987477,0.992605,95.346882,
103,24.778347,0.000000,0.000000,0.890367,0.820558,0.945547,0.804466,0.775774,0.821315,0.437077,0.553987,0.589868,0.616746,27.129004,
104,18.613764,4.622111,4.622111,0.711346,0.665235,0.913348,0.700075,0.603055,0.635249,0.310528,0.359103,0.366748,0.363333,4.976252,
105,19.263876,11.581890,11.581890,0.720688,0.643927,0.910048,0.642755,0.589655,0.613486,0.322146,0.372739,0.380753,0.379568,7.548632,
106,43.984048,0.000000,13.022901,0.996550,0.987939,0.980464,0.972459,0.985713,0.995300,0.729173,0.939691,0.968606,0.981830,91.764939,
107,17.614199,0.000000,0.000000,0.671323,0.637335,0.896047,0.672588,0.586584,0.598315,0.297201,0.337726,0.340213,0.333546,0.000000,
108,24.174365,12.590030,13.842987,0.886002,0.805680,0.936658,0.784069,0.733509,0.823429,0.433838,0.540007,0.575300,0.604613,36.447189,
109,44.273150,0.000000,12.590030,0.996241,0.989709,0.978852,0.971440,0.989635,0.997264,0.736201,0.939326,0.969018,0.982024,92.172619,
110,19.391109,0.000000,0.000000,0.743838,0.669636,0.918093,0.704732,0.597508,0.643978,0.342676,0.397555,0.406281,0.403949,0.853547,
111,18.710211,9.978682,10.453358,0.683132,0.682039,0.922994,0.714034,0.624060,0.651289,0.312806,0.358490,0.361805,0.354717,11.396722,
112,43.795442,9.978682,9.978682,0.996664,0.989519,0.978828,0.973262,0.988678,0.996856,0.728192,0.945176,0.972564,0.984075,100.000000,
113,44.118980,0.000000,12.516188,0.996681,0.988985,0.977957,0.975723,0.988501,0.995744,0.741431,0.946706,0.972812,0.983759,92.338554,
114,20.671524,0.000000,0.000000,0.747694,0.636394,0.898188,0.636680,0.560675,0.622928,0.324335,0.383785,0.401313,0.415635,0.000000,
115,20.463838,8.459772,8.459772,0.744982,0.677162,0.911721,0.699755,0.627183,0.651691,0.311014,0.365625,0.384349,0.400548,10.046610,
116,43.389898,0.000000,8.849433,0.996914,0.984342,0.969937,0.965416,0.984960,0.992718,0.725286,0.943477,0.971793,0.984121,91.324601,
117,22.083014,0.000000,0.000000,0.817751,0.660515,0.898758,0.634288,0.539843,0.694038,0.329665,0.409239,0.448444,0.498081,1.551951,
118,18.619999,6.360816,6.360816,0.675912,0.614645,0.858743,0.576049,0.514213,0.634041,0.276070,0.319251,0.327669,0.328225,1.770083,
119,43.652387,10.795515,23.200743,0.996108,0.983944,0.970222,0.966035,0.982461,0.992344,0.719749,0.933395,0.964418,0.978105,100.000000,
120,42.699384,0.000000,10.795515,0.995782,0.982423,0.968109,0.960502,0.980946,0.992614,0.710911,0.927182,0.961679,0.977453,89.912572,
